run_id,run_name,group,state,task_idx,env,actor_mode,critic_mode,seed,env_name,use_task_id,adapt_heads_only,encoder_from_base,k_max,k_sample_k,intra_eval_previous_tasks,dyn_aux_weight,phi_task_width,phi_task_depth,created_at,evaluator_success_rate_summary,evaluator_mean_return_summary
21rsntvu,task4_sawyer_stick_pull_s99,real1,finished,4,sawyer_stick_pull,cka,reset,99,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:22:27Z,0.4,13.0
ys42mg4g,task4_sawyer_stick_pull_s98,real1,finished,4,sawyer_stick_pull,cka,reset,98,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:22:35Z,0.5,13.5
atriwgdc,task3_sawyer_push_back_s101,real1,finished,3,sawyer_push_back,cka,persistent,101,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T06:30:20Z,0.9,34.1
qc1kf2f2,task3_sawyer_push_back_s100,real1,finished,3,sawyer_push_back,cka,reset,100,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T06:54:21Z,0.9,40.2
2ywmqcgi,task3_sawyer_push_back_s101,real1,finished,3,sawyer_push_back,cka,reset,101,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T06:57:22Z,1.0,40.1
rtlh6qir,task4_sawyer_stick_pull_s97,real1,finished,4,sawyer_stick_pull,cka,cka,97,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T08:01:42Z,0.6,12.1
20mcw8z4,task4_sawyer_stick_pull_s99,real1,finished,4,sawyer_stick_pull,cka,cka,99,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T08:02:23Z,0.5,11.9
7ppodft3,task4_sawyer_stick_pull_s98,real1,finished,4,sawyer_stick_pull,cka,cka,98,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T08:02:38Z,0.6,30.4
i55hxa7n,task3_sawyer_push_back_s101,real1,finished,3,sawyer_push_back,cka,cka,101,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T09:27:50Z,0.9,68.4
7eyqz9fa,task5_sawyer_handle_press_side_s97,real1,finished,5,sawyer_handle_press_side,cka,reset,97,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:10:45Z,0.0,0.0
tdh16kzy,task5_sawyer_handle_press_side_s98,real1,finished,5,sawyer_handle_press_side,cka,reset,98,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:13:13Z,0.0,0.0
y9f5zjk9,task5_sawyer_handle_press_side_s99,real1,finished,5,sawyer_handle_press_side,cka,reset,99,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:14:32Z,0.0,0.0
5uev40yv,task5_sawyer_handle_press_side_s97,real1,finished,5,sawyer_handle_press_side,cka,persistent,97,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:21:05Z,0.0,0.0
pxznypnt,task5_sawyer_handle_press_side_s98,real1,finished,5,sawyer_handle_press_side,cka,persistent,98,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:21:10Z,0.0,0.0
hetevtoi,task5_sawyer_handle_press_side_s99,real1,finished,5,sawyer_handle_press_side,cka,persistent,99,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:23:05Z,0.0,0.0
3rwtwl7r,task5_sawyer_handle_press_side_s99,real1,finished,5,sawyer_handle_press_side,cka,persistent,99,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:23:41Z,0.0,0.0
u0dosiaw,task5_sawyer_handle_press_side_s98,real1,finished,5,sawyer_handle_press_side,cka,persistent,98,sawyer_handle_press_side,False,False,False,10,0,False,,,,2026-04-27T10:24:33Z,0.0,0.0
